ID	GLOSS	FREQUENCY
365	SPLASH	265
430	TWIST	265
2455	DREAMING OR DREAM	265
2418	OLDER SISTER (OF MAN)	265
2510	PORCUPINE	264
1747	CUSTOM	264
3208	CENTER OR MIDDLE	263
2451	FOURTEEN	262
2419	OLDER SISTER (OF WOMAN)	262
88	BEEHIVE	262
375	SNIFF	262
389	FISH TRAP	262
2263	MALE (OF ANIMAL)	262
1000	ANXIETY	262
852	PRIEST	262
2137	MAGICIAN	262
1311	VERY	261
2453	SEVENTEEN	261
2007	BOLT (OF LIGHTNING)	261
838	REMAINS	261
2135	TRADE OR BARTER	260
752	STORE	259
210	LIFE	259
1556	YOLK	259
1546	TWICE	259
13	DECEIT	259
588	BROKEN	258
1323	CLOCK	258
1079	FEEL	258
1141	PITY	258
1338	PEACE	258
353	STRIKE	257
339	DIGGING STICK	257
2396	KNOCK	257
1584	BLISTER	257
2023	CROWD	257
303	ABSTAIN FROM FOOD	257
2839	WHITE MAN	257
1640	SIBLING	256
172	SHOULDERBLADE	256
83	FORBID	256
1929	STUDY	256
228	CARVE	256
1513	THINK (BELIEVE)	255
976	WEAR	254
2482	TOGETHER	254
1715	THIRTY	254
1985	PATERNAL UNCLE (FATHER'S BROTHER)	254
1572	SURPRISED	254
579	BATTLE	254
2060	STORY	253
845	MURDER	253
257	WORSHIP	253
1211	HE	252
457	BLIND PERSON	252
736	YARD	252
417	THREE TIMES	252
2266	SON-IN-LAW (OF WOMAN)	251
108	RUDDER	251
790	READY	251
1993	SELF	250
936	STALLION	250
161	MISS (A TARGET)	250
829	RAFTER	250
166	MAINLAND	250
1612	LETTER	249
277	SPINDLE	249
122	CART	249
1687	PRAISE	249
1062	LAW	249
870	BREATH	247
237	STEPFATHER	247
643	NEED (NOUN)	247
768	LUNCH	246
2354	CRICKET	246
1964	ALONE	246
1581	ALLIGATOR	246
2264	DAUGHTER-IN-LAW (OF WOMAN)	246
9	ANNOUNCE	246
3364	DRY IN SUN	245
1867	COIN	245
1143	OVEN	245
474	DRESS	245
332	RAG	245
360	FAN (ACTION)	245
1934	BEGGAR	245
160	SET (HEAVENLY BODIES)	245
1361	TOOL	244
758	HERON	244
1914	DEBT	244
381	BLAME	244
1411	LIE (REST)	243
95	SANDFLY	243
1641	SILK	243
196	DONATE	243
217	BETELNUT	242
731	BEVERAGE	242
36	PUBIC HAIR	242
3195	DAMAGE OR INJURE	242
1186	LAST (ENDURE)	242
1121	SECRET	242
1814	ACCUSE	241
1810	DANGER	241
1144	WITNESS	241
1169	OX	240
2022	ADMIT	240
213	FIN	240
199	FAMINE	240
1858	FISHERMAN	240
1326	DOWN	239
470	POSSUM	239
32	EARWAX	239
1353	HOUR	239
2462	WINNOWING	238
2526	POWER	238
343	VINE	237
490	DESCENDANTS	237
1718	SIXTY	237
414	CARRY ON HEAD	237
917	ORNAMENT	237
1082	MERCHANT	237
2094	DOWN OR BELOW	237
1940	GUARD	237
3187	DROWNED	236
298	SHRIEK	236
2164	MARRY (AS MAN)	235
268	DRIBBLE	235
205	TROUGH	235
860	CAUSE	235
783	VICTORY	235
390	PUNISHMENT	235
1555	CHAMELEON	235
627	LEAD (CHEMICAL ELEMENT)	234
460	BREAK (OF ROPE)	234
1965	LOINCLOTH	234
1982	WHIRLPOOL	234
1152	BEGET	234
3457	HEADBAND OR HEADDRESS	234
409	FORKED BRANCH	234
818	WILLOW	233
231	SHAVE	233
2953	SLEEVE	233
153	GREY	233
1059	STEPSON	233
1647	FOAL	233
576	DANDRUFF	233
720	GOOD LUCK	233
1308	DOUBT	233
951	WEAPONS	233
391	BLESS	233
200	SAME	232
1465	BOX	232
1604	TEMPLES	232
1087	CONCEIVE	232
1724	NINETY	232
328	GRASS-SKIRT	232
1613	COLOR	232
341	SICKLE	231
3855	ITCH (CAUSE ITCHING OR FEEL ITCHY)	231
2270	SAGO	231
2454	SIXTEEN	231
263	HERDSMAN	231
280	RIDGEPOLE	231
285	THRESH	231
873	TAX	231
866	WIN	230
995	QUIVER (FOR ARROWS)	230
631	LIVESTOCK	230
329	STOCKING	230
3203	CANNON OR GUN	230
2077	DILIGENT	229
2224	BEND (SOMETHING)	229
1972	KID	228
1170	TRAP (CATCH)	228
1744	SPLEEN	227
733	EARN	227
3201	HINDER OR PREVENT	227
2070	COMB (VERB)	226
1524	WINE	226
2909	PREPARE	226
1117	LIKE	225
645	OCEAN	225
740	SHIP	225
2057	DUNG (ANIMAL FAECES)	224
2134	RAISE (BRING UP)	224
1926	OINTMENT	224
1648	ANVIL	224
518	SPARK	223
1058	STEPDAUGHTER	223
191	NUT	223
691	SEASON	223
89	NATIVE COUNTRY	223
1610	PROSTITUTE	223
782	DEFEAT	223
1072	PRISONER	223
1129	PAINFUL	222
1825	COPPER	222
867	GLOVE	222
1841	SUSPECT	222
1994	COLLARBONE	222
3769	GRAPEVINE	222
3237	ALLOW OR PERMIT	222
934	BUFFALO	221
2156	CUT (WITH KNIFE)	221
1702	HOLY	221
1609	IDEA	221
722	ATTACK	221
1665	BEAT	221
1664	RAFT	220
1305	CHIMNEY	220
1806	BEGIN	220
426	MARRIED WOMAN	220
273	DOUGH	220
33	NETTLE	220
1162	INTENTION	220
2052	BUCKET	219
739	FEED	219
1978	RECOVER	219
2640	LARVA	219
1682	GUILTY	219
424	MARRIED MAN	219
820	LAMB	219
488	MANNER	219
1712	OATH	218
1316	TENT	218
179	RIPEN	217
2214	AFFAIR	217
1431	FREEZE	217
1957	GOITER	217
1589	HUMMINGBIRD	217
1696	SURRENDER	216
2100	THATCH OR ROOF	216
3764	BAD OR EVIL	215
1092	HOPE	215
3805	SHY OR ASHAMED	214
415	CARRY UNDER ARM	214
1206	BARKING	213
1746	BLADDER	213
1871	CAMEL	213
452	DRY SEASON	213
81	FATHOM	213
687	NOTHING	212
64	PIN	212
334	COOKHOUSE	212
3198	NOTHING OR ZERO	212
100	FAITHFUL	212
2677	SPEARTHROWER	211
18	EARLOBE	211
881	TAILOR	211
611	HARVEST	211
1680	HELMET	211
1288	CAP	211
165	WALLABY	211
2461	WOLF-LIKE ANIMAL	210
1798	GUNPOWDER	210
387	SLING	210
1922	LAND (DESCEND)	209
1012	LATCH	209
90	INNOCENT	209
902	ADULTERY	209
304	PREACH	209
1254	HANDLE	209
1836	VAGINA	208
1764	OBSCURE	208
1067	JUDGMENT	208
2680	MACHETE	207
96	CRAWL	207
1126	CITRUS FRUIT	207
1250	JAGUAR	207
3182	MARRIAGE OR WEDDING	207
271	SAUCER	207
610	PORT	207
2972	SLEEP (STATE)	207
1650	WATCH	207
322	FIG	206
1081	BILL	206
128	MUMBLE	206
65	AMBUSH	206
2890	WALK (TAKE A WALK)	205
3192	BRONZE OR COPPER	205
953	RAPE	205
2274	YOUR (PLURAL)	205
3078	IRRIGATE	204
571	STING	204
2879	SOUND (OF INSTRUMENT OR VOICE)	204
2019	HAMMOCK	204
2446	SLOTH	204
326	CLOAK	204
107	OMEN	204
810	LOCUST	203
1282	FAT (FROM ANIMALS)	203
135	BOOMERANG	203
2030	DRAG	203
3289	UNCOOKED RICE	202
663	BAY	202
80	DOORPOST	202
3001	POWERFUL	202
2072	USE (VERB)	201
2635	THEY TWO	201
218	FINE (PENALTY)	201
2504	DIFFERENT	200
659	REED	200
1742	TRAVERSE	200
1568	ARRANGE	200
2111	YOU TWO	200
957	WHALE	199
3217	TIN OR TINPLATE	199
1306	QUEEN	199
1032	CITIZEN	199
2540	LIME (MATERIAL)	198
780	OUR	198
1110	SHARK	198
259	ROUGH (OF SEA)	198
861	JUDGE	198
2882	ADD	198
1855	BIRCH	197
1671	TOWER	197
2177	MATERNAL GRANDMOTHER	196
1916	GILL	196
337	PITCHFORK	196
1739	DECORATE	196
2119	BOW STRING	196
853	ALTAR	195
398	PIERCE	194
484	CONDEMN	194
875	SHOEMAKER	194
877	MASON	194
70	BRACKISH	194
661	RELIGION	194
2039	MAGPIE	193
625	LAMP	193
3820	CALM (OF SEA)	192
1002	STATUE	192
1854	SPARROW	191
1340	WITH	191
2239	DENSE	191
359	POTTER	191
1473	FIST	190
2683	EAGLE OR HAWK	190
2444	KINGFISHER	190
312	TAPIR	190
3213	HIRE OR RENT	190
1068	COURT	190
2984	HEAP	190
1813	TASTY	189
1105	CAMP	189
309	OPOSSUM	189
1569	CHEESE	189
458	DEAF PERSON	188
482	NOBLE	188
1911	DRAW (WATER)	187
1525	COAST	187
2036	JANUARY	186
972	BE ABLE	186
2817	EMU	186
644	OAK	186
3206	ELF OR FAIRY	186
2914	ONCE (IN THE PAST)	186
292	RUG	185
2037	FEBRUARY	184
152	HOOF	184
2862	CONNECT	184
223	THRESHING-FLOOR	184
1870	ANCHOR	184
1022	BOOTY	184
1154	OLIVE	183
1889	ARSON	183
2368	GARLIC	182
1799	HYENA	182
2666	SOLE (FOOT)	182
1874	SAUSAGE	182
211	CAST	181
1034	DEFENDANT	181
2148	PICK	180
3534	BEG	180
1151	VEIL	180
787	SAIL	180
1638	TRUTH	180
1334	GUTS	180
2963	NET	179
181	ANTEATER	179
1029	JEWEL	179
1731	MORTAR BINDER	179
2935	CURRENT (STREAM)	179
1780	BILE	178
1885	ARMADILLO	178
1479	DOLPHIN	178
2024	PLOT	178
2845	SIZE (OF OBJECT)	178
2854	NOVEMBER	177
950	SEAGULL	177
1769	AXLE	177
3800	IVORY	177
982	LIME (FRUIT)	177
2846	MARCH	176
2855	DECEMBER	176
613	HIGH TIDE	176
786	SAILCLOTH	176
186	SHIN	175
2847	APRIL	175
2848	MAY (MONTH)	175
2849	JUNE	175
2850	JULY	175
2851	AUGUST	175
2853	OCTOBER	175
335	MEETING HOUSE	175
1938	FORTRESS	175
3080	SPLIT OPEN	174
2852	SEPTEMBER	174
983	CONVICT	174
496	CUCUMBER	173
2306	THIN (OF LEAF AND CLOTH)	173
2837	SWAN	173
901	ADOBE	173
184	MAST	173
988	ACQUIT	173
487	SHY	172
876	ARCH	172
1061	ARMOUR	172
2020	PLAINTIFF	172
1146	AUBERGINE	171
2058	STOOL	171
386	BATTLE-AXE	171
1167	GRUEL	171
2071	LAY (VERB)	170
308	TOUCAN	170
1792	PERJURY	170
544	SPICY	169
2273	LEECH	169
402	SURPASS	169
15	OTTER	169
2157	FINE OR THIN	168
1954	GENTLE	168
1563	PYTHON	168
814	DRESS UP	167
2128	CLAW OR NAIL	166
1873	ANTHILL	166
30	DISPEL	166
403	GARDEN-HOUSE	166
60	OAT	166
1809	PIMPLE	165
1615	ESCAPE	165
941	MEAD	165
1045	POET	165
612	HEAT	165
2223	BE ANGRY	164
68	TATTOO	164
3603	EARTH OR LAND	164
2073	ROB (VERB)	163
3018	NATIVE CAT	163
2884	HANG	163
435	COLLARED PECCARY	163
2456	LARGE WILD HERBIVORE	162
2319	LID (COVER, CAP)	162
914	SCULPTOR	162
569	SPOIL (BECOME SPOILED)	161
313	AGOUTI	161
2634	WE TWO	161
3230	DECEIVE	160
1056	SON-IN-LAW	160
3015	PATERNAL GRANDMOTHER	160
2275	SHADOW	160
2327	BECOME SICK	159
2500	GINGER	159
575	TREAD	158
423	GET LOST	158
623	LAGOON	158
1197	BABOON	158
909	GARBAGE	157
1662	CAPE	157
384	FREEMAN	157
456	GUINEA FOWL	157
2806	BLACK MAN	157
2900	PROTECT	156
316	PACA	155
325	FELT	155
3076	SLOPE	155
1777	RESEMBLE	154
1165	MOUSTACHE	154
1720	SIGN	154
609	HAIL	153
2560	PATERNAL GRANDFATHER	153
2097	NOW OR TODAY	153
1734	TWENTY ONE	153
3462	FLAX OR LINEN	153
1950	BEECH	153
2867	CALCULATE	153
3020	BREAK (BREAKING)	152
2924	A LITTLE	151
346	BANYAN	151
2977	WORKER	151
3055	SWINDLE	151
3302	QUARREL (VERB)	150
2325	PULL OUT	150
2485	HIDE (ONESELF)	150
3054	BEAR FRUIT	150
1026	LOW TIDE	149
746	SHOP	149
3353	SIEVE (TOOL)	148
5	GAZELLE	148
2997	COLORFUL	148
732	YOUR (SINGULAR)	147
3009	WHITE COCKATOO	147
2891	TIE UP (TETHER)	147
349	ACHIOTE	147
2149	CHOP (INTO PIECES)	146
2343	STEEL	146
1108	UNCOVER	146
2336	OF THIS KIND (SUCH)	145
2643	INK	145
4	COURTYARD	144
2483	COLD (OF WEATHER)	144
433	HOWLER MONKEY	144
1630	MACAW	144
315	CURASSOW	144
2090	MY	143
106	SATIATED	143
940	STRAIN	143
1935	ANUS	143
348	FISH POISON	143
23	RYE	143
2194	FRONT (PART)	142
314	CAPYBARA	142
437	GUAN	142
1987	CHOPSTICKS	141
2410	GOOD-LOOKING	141
2637	WE TWO (INCLUSIVE)	141
1611	INVITE	141
3691	NEW MOON	141
2506	LOOSE	140
2576	ALREADY	140
3856	ITCH OR ITCHY OR ITCHING	140
2026	RICE PLANT	139
2049	CONGEE	139
891	TIDE	139
968	ACORN	139
