ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Glottolog_Name,Family,Concept_Count,Form_Count,Contribution_ID,Family_Name
1774,Bámbara,Africa,12.9,-7.65,bamb1269,bam,Bambara,mand1469,293,293,polyglottaafricana,Mande
1775,Tumbúktu,Africa,16.192,-3.73962,koyr1240,khq,Koyra Chiini Songhay,song1307,350,350,polyglottaafricana,Songhay
1776,Amami Yoron,Eurasia,27.22,128.34,yoro1243,yox,Yoron,japo1237,262,262,robbeetstriangulation,Japonic
1777,Baoan,,35.7,103,baoa1237,,Baoanic,mong1349,315,315,robbeetstriangulation,Mongolic
1778,Gagauz,Eurasia,44.6,28.03,gaga1249,gag,Gagauz,turk1311,274,274,robbeetstriangulation,Turkic
1779,KarachayBalkar,Eurasia,39.98,63.32,kara1465,krc,Karachay-Balkar,turk1311,280,280,robbeetstriangulation,Turkic
1780,KaraKalpak,Eurasia,54.55,25.11,kara1467,kaa,Kara-Kalpak,turk1311,298,298,robbeetstriangulation,Turkic
1781,Kazakh,Eurasia,41.87,65.77,kaza1248,kaz,Kazakh,turk1311,288,288,robbeetstriangulation,Turkic
1782,Negidal,Eurasia,52.97,139.21,negi1245,neg,Negidal,tung1282,282,282,robbeetstriangulation,Tungusic
1783,Okinawa Shuri,Eurasia,26.12,127.4,shur1243,,Shuri,japo1237,266,266,robbeetstriangulation,Japonic
1784,Yaeyama Ishigaki,Eurasia,24.2,124.09,ishi1240,,Ishigaki,japo1237,270,270,robbeetstriangulation,Japonic
1785,Yakut,Eurasia,61.7,133.98,yaku1245,sah,Sakha,turk1311,282,282,robbeetstriangulation,Turkic
1786,migum,Papunesia,-5.57832,146.212,kolo1267,klm,Kolom,nucl1709,277,277,zgraggenmadang,Nuclear Trans New Guinea
1787,Dhurga,Australia,-35.412,150.134,dhur1239,dhu,Dhurga,pama1250,259,259,bowernpny,Pama-Nyungan
1788,Chemehuevi,North America,35.356093,-116.438436,chem1251,,Chemehuevi,utoa1244,270,270,huntergatherer,Uto-Aztecan
1789,Big Smokey Valley Shoshone,North America,41.0,-116.0,shos1248,shh,Shoshoni,utoa1244,261,261,huntergatherer,Uto-Aztecan
1790,Puinave,South America,3.92974,-67.6886,puin1248,pui,Puinave,puin1248,258,258,huntergatherer,Puinave
1791,Bambassi,Africa,9.82554,34.6522,bamb1262,myf,Bambassi,maoo1243,258,258,johanssonsoundsymbolic,Blue Nile Mao
1792,Nunggubuyu,Australia,-14.2623,135.753,nung1290,nuy,Wubuy,gunw1250,258,258,johanssonsoundsymbolic,Gunwinyguan
1793,Axi,Eurasia,24.6009,103.713,axiy1235,yix,Axi Yi,sino1245,258,258,lamanisoic,Sino-Tibetan
1794,Azhe,Eurasia,24.405,103.441,azhe1235,yiz,Azhe,sino1245,258,258,lamanisoic,Sino-Tibetan
1795,Haoni,Eurasia,23.2074,101.886,honi1244,how,Honi,sino1245,258,258,lamanisoic,Sino-Tibetan
1796,Jinuo,Eurasia,22.0473,101.057,youl1235,jiu,Youle Jinuo,sino1245,258,258,lamanisoic,Sino-Tibetan
1797,Lope,Eurasia,25.395,103.306,awuu1235,yiu,Southern Awu (Lope),sino1245,258,258,lamanisoic,Sino-Tibetan
1798,Naxi,Eurasia,27.5,100.0,naxi1245,nxq,Naxi,sino1245,258,258,lamanisoic,Sino-Tibetan
1799,Krḗbo,Africa,4.47607,-7.56872,sout2826,grj,Southern Grebo,krua1234,309,309,polyglottaafricana,Kru
1800,Dahṓme,Africa,7.15484,1.66495,fonn1241,fon,Fon,atla1278,279,279,polyglottaafricana,Atlantic-Congo
1801,Ébē,Africa,10.0849,5.42081,asun1235,aum,Asu (Nigeria),atla1278,285,285,polyglottaafricana,Atlantic-Congo
1802,Wólof,Africa,15.2534,-15.383,nucl1347,wol,Wolof,atla1278,290,290,polyglottaafricana,Atlantic-Congo
1803,Bárba,Africa,9.63186,2.99607,baat1238,bba,Baatonum,atla1278,281,281,polyglottaafricana,Atlantic-Congo
1804,(Họ́usa) Kádzīna,Africa,11.1513,8.7804,haus1257,hau,Hausa,afro1255,269,269,polyglottaafricana,Afro-Asiatic
1805,Khamnigan,Eurasia,49.29,119.8,kham1281,ykh,Khamnigan Mongol,mong1349,326,326,robbeetstriangulation,Mongolic
1806,Miyako Irabu,Eurasia,24.5,125.09,irab1238,,Irabu-Jima,japo1237,268,268,robbeetstriangulation,Japonic
1807,Old Japanese,Eurasia,47.33,102.49,oldj1239,ojp,Old Japanese,japo1237,266,266,robbeetstriangulation,Japonic
1808,Shor,Eurasia,52.33,88.43,shor1247,cjs,Mrassu Shor-Tutal,turk1311,278,278,robbeetstriangulation,Turkic
1809,SouthAltai,Eurasia,50.13,86.87,sout2694,alt,Southern Altai,turk1311,274,274,robbeetstriangulation,Turkic
1810,Xibe,Eurasia,43.59,81,xibe1242,sjo,Xibe,tung1282,274,274,robbeetstriangulation,Tungusic
1811,Bashkir,Eurasia,53.5967,56.5594,bash1264,bak,Bashkir,turk1311,287,287,savelyevturkic,Turkic
1812,Kirghiz,Eurasia,42.0,74.0,kirg1245,kir,Kirghiz,turk1311,290,290,savelyevturkic,Turkic
1813,Mailu (Asiaoro Dialect),Papunesia,-10.280863,149.361218,asia1264,,Asiaoro,mail1249,270,270,transnewguineaorg,Mailuan
1814,Mailu (Baibara Dialect),Papunesia,-10.36026,149.601352,baib1249,,Baibara,mail1249,272,272,transnewguineaorg,Mailuan
1815,Mailu (Borebo Dialect),Papunesia,-10.340153,149.45478,bore1246,,Borebo,mail1249,272,272,transnewguineaorg,Mailuan
1816,Mailu (Darava Dialect),Papunesia,-10.237355,149.124637,dara1252,,Darava,mail1249,272,272,transnewguineaorg,Mailuan
1817,Mailu (Delebai Dialect),Papunesia,-10.292078,149.405074,dere1243,,Derebai,mail1249,272,272,transnewguineaorg,Mailuan
1818,Mailu (Domara Dialect),Papunesia,-10.176721,148.5348284,doma1262,,Domara,mail1249,271,271,transnewguineaorg,Mailuan
1819,Mailu (Geagea Dialect),Papunesia,-10.357408,149.514366,geag1239,,Geagea,mail1249,272,272,transnewguineaorg,Mailuan
1820,Mailu (Ilai Dialect),Papunesia,-10.324263,149.582399,ilai1239,,Ilai,mail1249,272,272,transnewguineaorg,Mailuan
1821,Mailu (Island Dialect),Papunesia,-10.38578,149.355593,isla1273,,Island,mail1249,272,272,transnewguineaorg,Mailuan
1822,Awabakal,Australia,-33.12847,151.43555,awab1243,awk,Awabakal,pama1250,257,257,bowernpny,Pama-Nyungan
1823,Barí,South America,9.08497,-72.9353,bari1297,mot,Barí,chib1249,261,261,hubercolumbian,Chibchan
1824,Ingá,South America,1.00313,-76.8606,inga1252,inb,Colombian Inga,quec1387,257,257,huntergatherer,Quechuan
1825,Walmajarri,Australia,-19.7229,126.113,walm1241,wmt,Walmajarri-Juwaliny,pama1250,260,260,huntergatherer,Pama-Nyungan
1826,Dime,Africa,6.20951,36.3329,dime1235,dim,Dime,sout2845,257,257,johanssonsoundsymbolic,South Omotic
1827,Tima,Africa,11.7176,29.1632,tima1241,tms,Tima,katl1246,257,257,johanssonsoundsymbolic,Katla-Tima
1828,Sani,Eurasia,24.278,103.759,sani1269,ysn,Sani,sino1245,257,257,lamanisoic,Sino-Tibetan
1829,Toloza,Eurasia,26.9,99.9,tang1372,ytl,Tanglang-Toloza,sino1245,257,257,lamanisoic,Sino-Tibetan
1830,Dḗwoi·,Africa,6.56113,-10.9076,dewo1238,dee,Dewoin,krua1234,274,274,polyglottaafricana,Kru
1831,Krá,Africa,5.05,-8.85,klao1243,klu,Klao,krua1234,300,300,polyglottaafricana,Kru
1832,Hwída,Africa,6.41342,2.02985,xwel1235,xwe,Xwela Gbe,atla1278,275,275,polyglottaafricana,Atlantic-Congo
1833,(Goā́li) Ṕū́ka,Africa,8.46411,7.10757,gbar1246,gby,Gbari,atla1278,273,273,polyglottaafricana,Atlantic-Congo
1834,Údom,Africa,6.17426,8.49836,ndee1242,,Nde,atla1278,261,261,polyglottaafricana,Atlantic-Congo
1835,(Họ́usa) Káno,Africa,11.1513,8.7804,haus1257,hau,Hausa,afro1255,282,282,polyglottaafricana,Afro-Asiatic
1836,(Púlō) Tímbo,Africa,12.1826,-12.7338,pula1262,fuf,Pular,atla1278,263,263,polyglottaafricana,Atlantic-Congo
1837,Chuvash,Eurasia,55.49,47.16,chuv1255,chv,Chuvash,turk1311,275,275,robbeetstriangulation,Turkic
1838,CrimeanTatar,,45,34.08,crim1256,,Crimean Tatar-Urum,turk1311,291,291,robbeetstriangulation,Turkic
1839,Okinawa Yonamine,Eurasia,26.4,127.58,kuni1268,xug,Kunigami,japo1237,262,262,robbeetstriangulation,Japonic
1840,Oroqen,Eurasia,50.63,125.02,oroq1238,orh,Oroqen,tung1282,267,267,robbeetstriangulation,Tungusic
1841,Uzbek,Eurasia,40.89,69.21,uzbe1247,uzb,Uzbek,turk1311,288,288,robbeetstriangulation,Turkic
1842,Kumyk,Eurasia,43.0,47.0,kumy1244,kum,Kumyk,turk1311,278,278,savelyevturkic,Turkic
1843,Lwepe,Papunesia,-10.6771,165.835,natu1246,ntu,Natügu,aust1307,269,269,tryonsolomon,Austronesian
1844,Siviti (Njav): Tanmililib 2,,-15.97,167.24,nort3230,,North Coast Malakula,aust1307,262,262,vanuatuvoices,Austronesian
1845,Achagua,South America,4.38649,-72.2005,acha1250,aca,Achagua,araw1281,368,368,hubercolumbian,Arawakan
1846,Tiriyó,South America,2.53616,-55.7599,trio1238,tri,Trió,cari1283,256,256,huntergatherer,Cariban
1847,Baruya,Papunesia,-6.89261,145.818,baru1267,byr,Baruya,anga1289,256,256,johanssonsoundsymbolic,Angan
1848,Kayardild,Australia,-17.0695,139.489,kaya1319,gyd,Kayardild,tang1340,256,256,johanssonsoundsymbolic,Tangkic
1849,Achang,Eurasia,24.3479,97.7438,acha1249,acn,Longchuan Achang,sino1245,256,256,lamanisoic,Sino-Tibetan
1850,Gepu,Eurasia,25.7,102.5,gepo1234,ygp,Gepo,sino1245,256,256,lamanisoic,Sino-Tibetan
1851,Biā́fada,Africa,11.467,-15.1347,biaf1240,bif,Biafada,atla1278,282,282,polyglottaafricana,Atlantic-Congo
1852,Bága (of Kā́lum),Africa,10.1286,-13.947,baga1273,bgo,Baga Koga,atla1278,271,271,polyglottaafricana,Atlantic-Congo
1853,Tímne,Africa,8.90294,-12.3331,timn1235,tem,Timne,atla1278,265,265,polyglottaafricana,Atlantic-Congo
1854,Kābún·ga,Africa,12.8165233333,-15.6539466667,mand1436,mnk,Mandinka,mand1469,265,265,polyglottaafricana,Mande
1855,Vei,Africa,7.05085,-11.3262,vaii1241,vai,Vai,mand1469,288,288,polyglottaafricana,Mande
1856,(Sóso) Sṓlīma,Africa,10.4046,-13.3628,susu1250,sus,Susu,mand1469,294,294,polyglottaafricana,Mande
1857,(Sóso) Kísekise,Africa,10.4046,-13.3628,susu1250,sus,Susu,mand1469,267,267,polyglottaafricana,Mande
1858,Mā́ḥi,Africa,7.57292,1.78181,maxi1236,mxl,Maxi Gbe,atla1278,305,305,polyglottaafricana,Atlantic-Congo
1859,Nū́pe,Africa,9.18404,5.40031,nupe1254,nup,Nupe-Nupe-Tako,atla1278,281,281,polyglottaafricana,Atlantic-Congo
1860,Ntẹ́ṛe,Africa,-2.98028,13.8603,teke1281,tyi,Teke-Tsaayi,atla1278,262,262,polyglottaafricana,Atlantic-Congo
1861,Northern Evenki (Tura),Eurasia,64.17,100.13,ilim1234,,Ilimpeya,tung1282,261,261,robbeetstriangulation,Tungusic
1862,Tuvan,Eurasia,51.7,94.37,tuvi1240,tyv,Tuvinian,turk1311,279,279,robbeetstriangulation,Turkic
1863,Karachay Balkar,Eurasia,43.565,42.2606,kara1465,krc,Karachay-Balkar,turk1311,278,278,savelyevturkic,Turkic
1864,Kazakh,Eurasia,41.8729,65.7709,kaza1248,kaz,Kazakh,turk1311,281,281,savelyevturkic,Turkic
1865,Khakas,Eurasia,50.7393,107.169,khak1248,kjh,Khakas,turk1311,283,283,savelyevturkic,Turkic
1866,South Altay,Eurasia,50.1347,86.8705,sout2694,alt,Southern Altai,turk1311,271,271,savelyevturkic,Turkic
1867,Kobon,Papunesia,-5.16446,144.46,kobo1249,kpw,Kobon,nucl1709,467,467,transnewguineaorg,Nuclear Trans New Guinea
1868,Orya,Papunesia,-2.76483,139.89,orya1242,ury,Orya,toro1256,283,283,transnewguineaorg,Tor-Orya
1869,Shoa Arabic,Africa,14.67,13.5,chad1249,shu,Chadian Arabic,afro1255,268,268,gravinachadic,Afro-Asiatic
1870,Yawuru,Australia,-18.004,122.693,yawu1244,ywr,Yawuru,nyul1248,264,264,huntergatherer,Nyulnyulan
1871,Ambulas,Papunesia,-3.7801,143.059,ambu1247,abt,Ambulas,nduu1242,255,255,johanssonsoundsymbolic,Ndu
1872,Lavu,Eurasia,26.4,101.0,talu1238,yta,Lavu-Yongsheng-Talu,sino1245,255,255,lamanisoic,Sino-Tibetan
1873,Polo,Eurasia,23.667,104.238,phol1235,yip,Pholo,sino1245,255,255,lamanisoic,Sino-Tibetan
1874,Rouruo,Eurasia,26.4572,98.8634,zauz1238,zal,Zauzou,sino1245,255,255,lamanisoic,Sino-Tibetan
1875,S.kong,Eurasia,21.64,100.77,sang1320,sgk,Sangkong,sino1245,255,255,lamanisoic,Sino-Tibetan
1876,Zuoke,Eurasia,23.8,104.8,zokh1238,yzk,Zokhuo,sino1245,255,255,lamanisoic,Sino-Tibetan
1877,Hezhe,Eurasia,47.585,132.48,kile1243,,Kilen,tung1282,272,272,oskolskayatungusic,Tungusic
1878,(Akū) Ī́fẹ,Africa,7.63568,1.58494,ifee1241,ife,Ifè,atla1278,258,258,polyglottaafricana,Atlantic-Congo
1879,Gúrēṣa,Africa,10.5763,-1.26748,buli1254,bwu,Buli (Ghana),atla1278,347,347,polyglottaafricana,Atlantic-Congo
1880,Eṣitā́ko,Africa,9.0611,6.3731,dibo1247,dio,Dibo,atla1278,309,309,polyglottaafricana,Atlantic-Congo
1881,Bása,Africa,9.18404,5.40031,nupe1254,nup,Nupe-Nupe-Tako,atla1278,291,291,polyglottaafricana,Atlantic-Congo
1882,Lándōma,Africa,10.8753,-14.0895,land1256,ldm,Landoma,atla1278,265,265,polyglottaafricana,Atlantic-Congo
1883,(Púlō) Sā́lum,Africa,13.8694,-13.4482,pula1263,fuc,Pulaar,atla1278,266,266,polyglottaafricana,Atlantic-Congo
1884,(Púlō) Káno,Africa,10.9972,11.1188,nige1253,fuv,Hausa States Fulfulde,atla1278,275,275,polyglottaafricana,Atlantic-Congo
1885,(Arabic) Ā́dirar,Africa,18.29,-14.11,hass1238,mey,Hassaniyya,afro1255,323,323,polyglottaafricana,Afro-Asiatic
1886,Dongxian,Eurasia,35.58,103.56,dong1285,sce,Dongxiang,mong1349,293,293,robbeetstriangulation,Mongolic
1887,Crimean Tatar,Eurasia,45.0,34.08,crim1257,crh,Crimean Tatar,turk1311,287,287,savelyevturkic,Turkic
1888,Gunya,Australia,-27.0642,145.862,guny1241,gyy,Gunya,pama1250,255,255,bowernpny,Pama-Nyungan
1889,Iyora,Australia,-33.52925837,150.3490464,sydn1236,xdk,Sydney,pama1250,254,254,bowernpny,Pama-Nyungan
1890,Yanyuwa,Australia,-15.7621,136.055,yany1243,jao,Yanyuwa,pama1250,255,255,bowernpny,Pama-Nyungan
1891,Nisenan,North America,38.047,-120.393,nise1244,nsz,Nisenan,maid1262,257,257,huntergatherer,Maiduan
1892,Sanumá,South America,4.5,-64.5,sanu1240,xsu,Sanumá,yano1268,254,254,huntergatherer,Yanomamic
1893,Moskona,Papunesia,-1.62201,133.145,mosk1236,mtj,Moskona,east1459,254,254,johanssonsoundsymbolic,East Bird's Head
1894,Yangman,Australia,-14.4964,132.52,yang1288,jng,Yangman,yang1287,254,254,johanssonsoundsymbolic,Yangmanic
1895,Nusu,Eurasia,26.7292,98.8801,nusu1239,nuf,Nusu,sino1245,254,254,lamanisoic,Sino-Tibetan
1896,Búlom,Africa,9.0,-13.16,bull1247,buy,Bullom So,atla1278,276,276,polyglottaafricana,Atlantic-Congo
1897,Bása,Africa,7.27501,-11.543,nucl1418,bsq,Bassa,krua1234,323,323,polyglottaafricana,Kru
1898,(Akū) Yórūba,Africa,7.15345,3.67225,yoru1245,yor,Yoruba,atla1278,380,380,polyglottaafricana,Atlantic-Congo
1899,(Akū) Ékī,Africa,7.15345,3.67225,yoru1245,yor,Yoruba,atla1278,358,358,polyglottaafricana,Atlantic-Congo
1900,(Akū) Ọwóro,Africa,7.15345,3.67225,yoru1245,yor,Yoruba,atla1278,287,287,polyglottaafricana,Atlantic-Congo
1901,Kúpa,Africa,8.48437,6.35806,kupa1238,kug,Kupa,atla1278,271,271,polyglottaafricana,Atlantic-Congo
1902,(Bọ́rnu) Kā́nurī,Africa,11.8,13.13,cent2050,knc,Central Kanuri,saha1256,290,290,polyglottaafricana,Saharan
1903,Kabénda,Africa,-5.57722,14.4771,koon1244,kng,South-Central Koongo,atla1278,258,258,polyglottaafricana,Atlantic-Congo
1904,Basū́nde,Africa,-4.58488,13.3212,suun1239,sdj,Suundi,atla1278,263,263,polyglottaafricana,Atlantic-Congo
1905,Sọ̄́n·go,Africa,-10.5166,16.7348,nson1238,nsx,Nsongo,atla1278,284,284,polyglottaafricana,Atlantic-Congo
1906,Límba,Africa,9.52392,-12.3138,west2450,lia,West-Central Limba,atla1278,268,268,polyglottaafricana,Atlantic-Congo
1907,Bóko,Africa,10.5189,3.71771,boko1266,bqc,Boko (Benin),mand1469,273,273,polyglottaafricana,Mande
1908,Yála,Africa,6.73852,8.60748,yala1263,yba,Yala,atla1278,287,287,polyglottaafricana,Atlantic-Congo
1909,Tofa,Eurasia,54.16,101.31,tofa1248,,Tofa,turk1311,271,271,robbeetstriangulation,Turkic
1910,Urueuwauwau,South America,-10.9176,-63.8086,urue1240,urz,Uru-Eu-Wau-Wau,tupi1275,265,265,tuled,Tupian
1911,Ngadjumaya,Australia,-32.02447,124.46601,ngad1258,nju,Ngadjunmaya,pama1250,254,254,bowernpny,Pama-Nyungan
1912,Wargamay,Australia,-18.5468,146.179,warr1255,wgy,Warrgamay,pama1250,253,253,bowernpny,Pama-Nyungan
1913,Carapana,South America,0.06168,-69.6465,cara1272,cbc,Carapana,tuca1253,253,253,huntergatherer,Tucanoan
1914,Yanomam,South America,1.67967,-64.8781,yano1261,guu,Yanomamö,yano1268,254,254,huntergatherer,Yanomamic
1915,Miriwung,Australia,-16.3596,128.889,miri1266,mep,Miriwung,jarr1235,265,265,huntergatherer,Jarrakan
1916,Kamasau,Papunesia,-3.8503,143.842,kama1367,kms,Kamasau,nucl1708,253,253,johanssonsoundsymbolic,Nuclear Torricelli
1917,Yana,North America,39.2769,-121.608,yana1271,ynn,Yana,yana1271,253,253,johanssonsoundsymbolic,Yana
1918,Yele,Papunesia,-11.3796,154.127,yele1255,yle,Yele,yele1255,253,253,johanssonsoundsymbolic,Yele
1919,Bantawa,Eurasia,27.117894,87.049995,bant1281,bap,Bantawa,sino1245,267,267,lairgyalrong,Sino-Tibetan
1920,Maang,Eurasia,23.555104,105.70091,maan1239,,Maang,sino1245,253,253,lamanisoic,Sino-Tibetan
1921,Mámpa,Africa,7.77585,-12.7405,sher1258,bun,Sherbro,atla1278,281,281,polyglottaafricana,Atlantic-Congo
1922,Gbándi,Africa,7.73729,-10.1684,band1352,bza,Bandi,mand1469,267,267,polyglottaafricana,Mande
1923,Mẹ́nde,Africa,7.90935,-10.9926,mend1266,men,Mende (Sierra Leone),mand1469,284,284,polyglottaafricana,Mande
1924,(Akū) Ẹ́gba,Africa,7.15345,3.67225,yoru1245,yor,Yoruba,atla1278,260,260,polyglottaafricana,Atlantic-Congo
1925,(Akū) Yā́gba,Africa,7.15345,3.67225,yoru1245,yor,Yoruba,atla1278,335,335,polyglottaafricana,Atlantic-Congo
1926,Ígala,Africa,7.34325,7.17974,igal1242,igl,Igala,atla1278,263,263,polyglottaafricana,Atlantic-Congo
1927,Gúrma,Africa,11.6711,1.28489,gour1243,gux,Gourmanchéma,atla1278,329,329,polyglottaafricana,Atlantic-Congo
1928,Opánda,Africa,8.15516,7.06183,ebir1243,igb,Ebira,atla1278,274,274,polyglottaafricana,Atlantic-Congo
1929,(do.) Ī́gu,Africa,8.15516,7.06183,ebir1243,igb,Ebira,atla1278,277,277,polyglottaafricana,Atlantic-Congo
1930,(Bọ́rnu) Kā́nèm,Africa,13.8749,14.8437,kane1243,kbl,Kanembu,saha1256,263,263,polyglottaafricana,Saharan
1931,Ṇgṓdṣin,Africa,12.1051,11.0178,ngiz1242,ngi,Ngizim,afro1255,278,278,polyglottaafricana,Afro-Asiatic
1932,Ekámtulūfu,Africa,6.17426,8.49836,ndee1242,,Nde,atla1278,258,258,polyglottaafricana,Atlantic-Congo
1933,Kāmúku,Africa,10.3419,5.84212,cind1241,cdr,Yara,atla1278,267,267,polyglottaafricana,Atlantic-Congo
1934,Kisā́ma,Africa,-9.86931,13.8713,sama1300,smd,Sama,atla1278,265,265,polyglottaafricana,Atlantic-Congo
1935,Mātátān,Africa,-11.9553,38.6874,makh1261,mgh,Makhuwa-Meetto,atla1278,284,284,polyglottaafricana,Atlantic-Congo
1936,Gadṣā́ga,Africa,13.1273,-11.7178,soni1259,snk,Soninke,mand1469,273,273,polyglottaafricana,Mande
1937,Yásgūa,Africa,9.05454,7.97913,yesk1239,yes,Nyankpa,atla1278,268,268,polyglottaafricana,Atlantic-Congo
1938,Hezhe,Eurasia,47.93,132.84,sung1269,,Sungari,tung1282,263,263,robbeetstriangulation,Tungusic
1939,Uyghur,Eurasia,43.67,79.75,uigh1240,uig,Uighur,turk1311,302,302,savelyevturkic,Turkic
1940,Bauzi,Papunesia,-2.44717,137.629,bauz1241,bvz,Bauzi,geel1240,288,288,transnewguineaorg,Geelvink Bay
1941,Faita,Papunesia,-5.59947,145.298,fait1240,faj,Kulsab,nucl1709,283,283,transnewguineaorg,Nuclear Trans New Guinea
1942,Nanggu,Papunesia,-10.7441,165.887,nang1262,ngr,Nanggu,aust1307,284,284,tryonsolomon,Austronesian
1943,rerau,Papunesia,-5.51361,145.716,rera1240,rea,Rerau,nucl1709,266,266,zgraggenmadang,Nuclear Trans New Guinea
1944,Orejón,South America,-2.86315,-72.4926,orej1242,ore,Maijiki,tuca1253,282,282,hubercolumbian,Tucanoan
1945,Sheko,Africa,7.05022,35.2826,shek1245,she,Sheko,dizo1235,252,252,johanssonsoundsymbolic,Dizoid
1946,Yámana,South America,-55.2748,-68.2648,yama1264,yag,Yámana,yama1264,252,252,johanssonsoundsymbolic,Yámana
1947,Kazhuo,Eurasia,24.6,102.4,kats1235,kaf,Katso,sino1245,252,252,lamanisoic,Sino-Tibetan
1948,Mondzi,Eurasia,23.446095,105.416304,mond1267,,Mondzi,sino1245,252,252,lamanisoic,Sino-Tibetan
1949,Kísi,Africa,8.32448,-10.3377,sout2778,kss,Southern Kisi,atla1278,263,263,polyglottaafricana,Atlantic-Congo
1950,Lándōṛo,Africa,9.11838,-12.1583,loko1255,lok,Loko,mand1469,279,279,polyglottaafricana,Mande
1951,Án·fūẹ,Africa,7.06634,1.64992,ajab1235,ajg,Aja (Benin),atla1278,286,286,polyglottaafricana,Atlantic-Congo
1952,Dṣélan·a,Africa,9.87186,1.81099,yomm1242,pil,Yom,atla1278,262,262,polyglottaafricana,Atlantic-Congo
1953,Lḗgba,Africa,9.51949,1.66954,lukp1238,dop,Lukpa,atla1278,274,274,polyglottaafricana,Atlantic-Congo
1954,Égbīra-Ilī́ma,Africa,8.15516,7.06183,ebir1243,igb,Ebira,atla1278,262,262,polyglottaafricana,Atlantic-Congo
1955,Kándin,Africa,14.2038,-2.41269,tama1365,taq,Tamasheq,afro1255,327,327,polyglottaafricana,Afro-Asiatic
1956,Jingpho_Jingpho,,25.461826,97.329866,jing1260,,Jingpho,sino1245,262,262,sagartst,Sino-Tibetan
1957,Tibetan_Batang,Eurasia,30.00795,99.111944,kham1282,khg,Khams Tibetan,sino1245,274,274,sagartst,Sino-Tibetan
1958,Tibetan_Lhasa,Eurasia,29.653441,91.171493,utsa1239,,Lhasa Tibetan,sino1245,294,294,sagartst,Sino-Tibetan
1959,Azeri,Eurasia,40.9777,46.4737,nort2697,azj,North Azerbaijani,turk1311,274,274,savelyevturkic,Turkic
1960,North Altay,Eurasia,50.8998,88.0672,nort2686,atv,Northern Altai,turk1311,292,292,savelyevturkic,Turkic
1961,Shor,Eurasia,52.3261,88.4344,shor1247,cjs,Mrassu Shor-Tutal,turk1311,274,274,savelyevturkic,Turkic
1962,Pakanh,Australia,-15.0908,142.74,paka1251,pkn,Pakanha,pama1250,252,252,bowernpny,Pama-Nyungan
1963,Suansu,Eurasia,24.806681,93.941689,suan1234,,Suansu,sino1245,251,251,ivanisuansu,Sino-Tibetan
1964,Chayahuita,South America,-5.63764,-76.8252,chay1248,cbt,Shawi,cahu1265,251,251,johanssonsoundsymbolic,Cahuapanan
1965,Nama,Africa,-25.0747,17.9767,nama1264,naq,Nama (Namibia),khoe1240,251,251,johanssonsoundsymbolic,Khoe-Kwadi
1966,Zarma,Africa,12.8554,2.41173,zarm1239,dje,Zarma,song1307,251,251,johanssonsoundsymbolic,Songhay
1967,Azha,Eurasia,23.9,104.15,azha1235,aza,Azha,sino1245,251,251,lamanisoic,Sino-Tibetan
1968,Samu,Eurasia,25.012,102.2,sama1295,ysd,Samatao,sino1245,251,251,lamanisoic,Sino-Tibetan
1969,Pádṣāde,Africa,12.6425,-13.4759,bady1239,pbp,Jaad-Badyara,atla1278,254,254,polyglottaafricana,Atlantic-Congo
1970,(Akū) Ọ́ta,Africa,7.15345,3.67225,yoru1245,yor,Yoruba,atla1278,256,256,polyglottaafricana,Atlantic-Congo
1971,(Akū) Dṣúmu,Africa,7.15345,3.67225,yoru1245,yor,Yoruba,atla1278,288,288,polyglottaafricana,Atlantic-Congo
1972,Bágbālan·,Africa,10.63451,-1.79707,tumu1242,sil,Tumulung Sisaala,atla1278,258,258,polyglottaafricana,Atlantic-Congo
1973,Kírīman,Africa,-17.3428,37.1231,chuw1238,chw,Chuwabu,atla1278,256,256,polyglottaafricana,Atlantic-Congo
1974,Nálu,Africa,11.0397,-14.8188,nalu1240,naj,Nalu,atla1278,266,266,polyglottaafricana,Atlantic-Congo
1975,Minhe,Eurasia,36.2,102.51,minh1238,,Mangghuer,mong1349,271,271,robbeetstriangulation,Mongolic
1976,NorthAltai,Eurasia,50.9,88.07,sout2694,alt,Southern Altai,turk1311,290,290,robbeetstriangulation,Turkic
